name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"36.0831, 115.1482",2024-03-24T13:00:00,52.2,52.2,39.5,61.64,0.004,100,rain,0,0,11.6,6.5,103,1017,100,14.5,42,0.2,0,10,"Rain, Overcast",rain,remote
"36.0831, 115.1482",2024-03-24T14:00:00,60.2,60.2,40.4,47.93,0,0,,0,0,11.2,6.7,330,1016.3,100,11.2,22,0.1,0,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-24T15:00:00,51.9,51.9,40,63.79,0,0,,0,0,5.8,2,99.5,1016,100,15,26,0.1,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-24T16:00:00,51.7,51.7,40.4,65.12,0.004,100,rain,0,0,4,3.8,323.4,1017,100,15,14,0.1,0,10,"Rain, Overcast",rain,remote
"36.0831, 115.1482",2024-03-24T17:00:00,56.9,56.9,46.7,68.5,0,0,,0,0,13.4,6.7,320,1015.9,100,8.7,11,0,0,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-24T18:00:00,50.6,50.6,40.9,69.2,0.008,100,rain,0,0,19,11.4,341.1,1019,100,15,5,0,0,10,"Rain, Overcast",rain,remote
"36.0831, 115.1482",2024-03-24T19:00:00,50.6,50.6,40.7,68.72,0,0,,0,0,25.9,13.6,352.7,1019,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-24T20:00:00,49.4,43.7,36.2,60.39,0,0,rain,0,0,26.8,15.7,20,1019.1,100,7.5,0,0,0,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-24T21:00:00,44.9,37,37.8,76.25,0,0,rain,0,0,32.9,19.5,15.2,1021,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-24T22:00:00,42.7,35,36.2,77.69,0.012,100,rain,0,0,31.5,16.1,357.1,1022,100,9.8,0,0,0,10,"Rain, Overcast",rain,remote
"36.0831, 115.1482",2024-03-24T23:00:00,41.3,33,34.6,77.01,0.02,100,rain,0,0,32.4,16.6,12.9,1022,100,15,0,0,0,10,"Rain, Overcast",rain,remote
"36.0831, 115.1482",2024-03-25T00:00:00,39.6,30.6,32.8,76.31,0,0,rain,0,0,32.9,17.9,14.6,1021,100,4.6,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T01:00:00,38.9,30.3,33.7,81.37,0,0,rain,0,0,31.3,15.4,15.5,1022,100,6.9,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T02:00:00,39.6,30.9,34.2,80.84,0,0,rain,0,0,32.2,16.6,6.8,1021,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T03:00:00,40,31.5,35.3,83.21,0,0,,0,0,30.4,16.1,2.5,1020,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T04:00:00,40,32,37.1,89.35,0,0,,0,0,25.1,14.5,359.4,1020,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T05:00:00,40.2,32.4,38.4,93.22,0,0,rain,0,0,23.5,14.1,355.8,1021,100,10.3,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T06:00:00,40.4,32.9,38.9,94.55,0,0,rain,0,0,21.7,13.2,3.5,1021,100,14.2,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T07:00:00,41.3,34.6,39.1,91.96,0,0,rain,0,0,20.1,11.6,4.4,1022,100,15,2,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T08:00:00,39.5,33.5,37.5,92.55,0.213,100,rain,0,0,29.1,8.9,10,1022.1,100,3.7,14,0.1,0,10,"Rain, Overcast",rain,54808099999
"36.0831, 115.1482",2024-03-25T09:00:00,43.2,37.2,40.2,88.87,0,0,rain,0,0,19.7,11.2,348.6,1022,100,15,42,0.2,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T10:00:00,43.8,38,40.7,88.9,0,0,,0,0,19.9,11,2.4,1022,100,15,45,0.2,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T11:00:00,43.4,38.3,40.4,88.88,0,0,,0,0,29.1,8.9,360,1022.1,100,3.7,53,0.2,1,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-25T12:00:00,45.2,40,41.3,85.93,0,0,,0,0,16.6,10.3,354.6,1021,100,15,55,0.2,1,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T13:00:00,45.8,40.9,41.4,84.78,0,0,,0,0,14.3,9.6,355.2,1022,100,15,57,0.2,1,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T14:00:00,46.7,43.3,42.9,86.61,0.004,100,rain,0,0,29.1,6.7,10,1021.2,100,3.7,80,0.3,1,10,"Rain, Overcast",rain,54808099999
"36.0831, 115.1482",2024-03-25T15:00:00,47.6,43.9,41.3,78.66,0,0,,0,0,10.5,7.8,28.6,1020,100,15,191,0.7,2,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T16:00:00,48.5,45.8,41.3,76.05,0,0,,0,0,8.1,6,50.7,1021,95.1,15,233,0.8,2,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-25T17:00:00,49.4,46.6,43.1,78.81,0,0,,0,0,17.9,6.7,20,1021.4,65.1,5.6,192,0.7,2,10,Partially cloudy,partly-cloudy-day,54808099999
"36.0831, 115.1482",2024-03-25T18:00:00,47.7,45.8,41.1,77.59,0,0,,0,0,5.4,4.7,94.6,1021,39.7,15,112,0.4,1,10,Partially cloudy,partly-cloudy-day,remote
"36.0831, 115.1482",2024-03-25T19:00:00,44,41.4,40.4,87.06,0,0,,0,0,4.7,4.7,124.8,1021,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-25T20:00:00,44.3,44.3,42,91.43,0,0,,0,0,17.9,2.2,160,1022.3,0,2.5,0,0,0,10,Clear,clear-night,54808099999
"36.0831, 115.1482",2024-03-25T21:00:00,41.8,38.7,39.5,91.33,0,0,,0,0,4.9,4.9,146.7,1023,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-25T22:00:00,41.4,39.4,39.1,91.32,0,0,,0,0,3.6,3.6,176.7,1024,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-25T23:00:00,41.1,38.2,38.7,91.31,0,0,,0,0,4.3,4.5,186.2,1024,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-26T00:00:00,40.9,36.3,38.7,91.94,0,0,,0,0,8.9,6.9,196.8,1024,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-26T01:00:00,40.2,37.1,38.2,92.57,0,0,,0,0,4.5,4.5,190.6,1024,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-26T02:00:00,37.7,34.2,37.5,99.3,0,0,,0,0,13.4,4.5,150,1024.2,2.6,0,0,0,0,10,Clear,clear-night,54808099999
"36.0831, 115.1482",2024-03-26T03:00:00,40,35.7,37.8,91.91,0,0,,0,0,6.5,6,192.8,1023,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T04:00:00,40.2,36.1,37.8,91.27,0,0,,0,0,6.5,5.8,180,1022,4.2,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-26T05:00:00,37.1,37.1,37.1,100,0,0,,0,0,8.9,2.2,150,1022.5,53,0,0,0,0,10,Partially cloudy,partly-cloudy-night,54808099999
"36.0831, 115.1482",2024-03-26T06:00:00,39.6,34.4,37.5,91.9,0,0,,0,0,11.9,7.6,181.4,1022,90.8,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T07:00:00,40.7,35.7,38,90.01,0,0,,0,0,16.6,7.6,179.6,1023,99.5,15,25,0.1,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T08:00:00,42.2,37.9,42.2,100,0,0,,0,0,11.2,6.7,190,1024.4,88.8,1.9,188,0.7,2,10,Partially cloudy,partly-cloudy-day,54808099999
"36.0831, 115.1482",2024-03-26T09:00:00,51.2,51.2,41.8,70.23,0,0,,0,0,17.9,11.9,193.7,1024,28.2,15,391,1.4,4,10,Partially cloudy,partly-cloudy-day,remote
"36.0831, 115.1482",2024-03-26T10:00:00,56,56,43.2,62.14,0,0,,0,0,18.3,13.6,195.9,1024,74.6,15,601,2.2,6,10,Partially cloudy,partly-cloudy-day,remote
"36.0831, 115.1482",2024-03-26T11:00:00,58.7,58.7,44.9,59.98,0,0,,0,0,22.4,13.4,210,1024.1,17.9,6.8,735,2.6,7,10,Clear,clear-day,54808099999
"36.0831, 115.1482",2024-03-26T12:00:00,63.8,63.8,44.1,48.82,0,0,,0,0,18.8,15.2,192,1022,100,15,841,3,8,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T13:00:00,66.5,66.5,44.3,44.75,0,0,,0,0,19.5,16.1,196.5,1021,98.3,15,823,3,8,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T14:00:00,64.1,64.1,47.6,54.87,0,0,,0,0,24.6,17.9,180,1020.9,100,7.5,781,2.8,8,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-26T15:00:00,67.7,67.7,45.4,44.64,0,0,,0,0,18.8,15.4,191.9,1019,100,15,666,2.4,7,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T16:00:00,66.6,66.6,46.3,47.94,0,0,,0,0,20.4,15.7,191.5,1019,100,15,436,1.6,4,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T17:00:00,63.8,63.8,48.3,57.09,0,0,,0,0,26.8,15.7,180,1019,100,7.5,244,0.9,2,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-26T18:00:00,61.8,61.8,47.6,59.57,0,0,,0,0,25.7,15,192.9,1019,100,15,95,0.3,1,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T19:00:00,59.4,59.4,47.6,64.73,0,0,,0,0,27.5,14.3,189.2,1019,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T20:00:00,57.8,57.8,47.6,68.6,0,0,,0,0,28.6,13.6,186.9,1020,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T21:00:00,56.4,56.4,47.6,72.25,0,0,,0,0,29.5,13,186,1020,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T22:00:00,56,56,47.9,74.19,0,0,,0,0,29.1,13.2,184,1019,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-26T23:00:00,55.5,55.5,47.9,75.66,0,0,,0,0,30,13.9,186,1019,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T00:00:00,55.1,55.1,48.1,77.18,0,0,,0,0,30.2,13.9,186.1,1019,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T01:00:00,54.6,54.6,48.1,78.71,0,0,,0,0,30.9,14.8,183.1,1018,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T02:00:00,52.4,52.4,47.6,83.47,0,0,,0,0,26.8,11.2,170,1018.4,100,5,0,0,0,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-27T03:00:00,53.7,53.7,47,78.1,0,0,,0,0,29.8,13.9,176.3,1016,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T04:00:00,52.6,52.6,46.5,79.62,0,0,,0,0,30.6,14.8,176.2,1016,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T05:00:00,52.1,52.1,45.8,79.04,0,0,,0,0,32,14.8,175.9,1016,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T06:00:00,51.3,51.3,45.4,80.06,0,0,,0,0,31.3,13.9,180.7,1016,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T07:00:00,51.9,51.9,45.4,78.48,0,0,,0,0,28.9,12.8,179.8,1016,100,15,17,0.1,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T08:00:00,53,53,45.4,75.43,0,0,,0,0,30.4,14.5,177.7,1016,100,15,56,0.2,1,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T09:00:00,55.7,55.7,45.8,69.29,0,0,,0,0,29.1,15,181.2,1017,100,15,184,0.7,2,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T10:00:00,58.7,58.7,45.9,62.49,0,0,,0,0,27.5,18.6,186.7,1016,100,15,326,1.2,3,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T11:00:00,57.8,57.8,48.5,70.95,0,0,,0,0,26.8,17.9,170,1016,100,4.3,412,1.5,4,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-27T12:00:00,60.7,60.7,47.9,62.74,0,0,,0,0,25.7,18.3,188.1,1014,98.1,15,423,1.5,4,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T13:00:00,66.1,66.1,48.3,52.62,0,0,,0,0,24.4,19,188.3,1013,100,15,794,2.9,8,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T14:00:00,62.7,62.7,50.6,64.7,0,0,,0,0,26.8,15.7,180,1013.1,100,5.6,578,2.1,6,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-27T15:00:00,66.1,66.1,45.9,48.18,0,0,,0,0,21.3,17.7,189.1,1012,100,15,405,1.5,4,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T16:00:00,65.2,65.2,46.8,51.43,0,0,,0,0,19.7,15.7,185.5,1011,100,15,294,1.1,3,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T17:00:00,62.9,62.9,49.7,62.17,0,0,,0,0,26.8,13.4,190,1011.4,100,12.4,272,1,3,10,Overcast,cloudy,54808099999
"36.0831, 115.1482",2024-03-27T18:00:00,61.2,61.2,49.2,64.52,0,0,,0,0,24.8,17.2,176.6,1011,100,15,102,0.4,1,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T19:00:00,58.6,58.6,49.2,71.03,0,0,,0,0,27.1,16.8,181.2,1012,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T20:00:00,56,56,50.1,80.43,0,0,,0,0,25.1,14.3,178.7,1012,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T21:00:00,53.9,53.9,50.4,88.17,0,0,,0,0,23.9,12.8,167.2,1013,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T22:00:00,52.6,52.6,50.4,92.34,0,0,,0,0,21.9,10.7,161.1,1013,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-27T23:00:00,51.9,51.9,50.4,94.81,0,0,,0,0,19.7,10.3,158.4,1013,98.6,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-28T00:00:00,51.9,51.9,50.1,93.56,0,0,,0,0,14.5,8.7,160.9,1013,94.7,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-28T01:00:00,52.1,52.1,49.9,92.32,0,0,,0,0,11.4,7.8,174.1,1012,78.8,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"36.0831, 115.1482",2024-03-28T02:00:00,51.9,51.9,49.9,92.93,0,0,,0,0,11.9,7.2,197.9,1011,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-28T03:00:00,50.8,50.8,49.5,95.43,0,0,,0,0,10.1,6,176.3,1010,100,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-28T04:00:00,49.4,46.8,48.6,97.35,0,0,,0,0,10.1,6.3,198.7,1010,88.5,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"36.0831, 115.1482",2024-03-28T05:00:00,48.5,46.3,47.6,96.68,0,0,,0,0,4.9,5.1,224.6,1010,53.2,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"36.0831, 115.1482",2024-03-28T06:00:00,47.9,46.5,46.5,94.73,0,0,,0,0,4.3,4,324.3,1011,5,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-28T07:00:00,49,46.4,47,92.85,0,0,,0,0,13.6,6.3,359.6,1012,5,15,31,0.1,0,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T08:00:00,53.5,53.5,49,84.68,0,0,,0,0,20.1,9.4,43.5,1013,12.6,15,210,0.8,2,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T09:00:00,56.9,56.9,48.3,72.8,0,0,,0,0,15.4,10.7,67.9,1013,0,15,424,1.5,4,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T10:00:00,60.7,60.7,45.8,57.83,0,0,,0,0,9.6,7.8,76.4,1013,0,15,622,2.2,6,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T11:00:00,63.8,63.8,40.7,42.81,0,0,,0,0,5.8,6,80.8,1013,0,15,772,2.8,8,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T12:00:00,67.9,67.9,37.3,32.44,0,0,,0,0,2.2,3.1,116.2,1012,0,15,865,3.1,9,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T13:00:00,69.9,69.9,34.6,27.24,0,0,,0,0,6.5,3.6,225.5,1011,0,15,891,3.2,9,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T14:00:00,70.6,70.6,37.3,29.58,0,0,,0,0,11.4,9.4,196.9,1009,1.1,15,849,3.1,8,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T15:00:00,71.9,71.9,37.5,28.55,0,0,,0,0,15.9,11.9,208.9,1007,5,15,742,2.7,7,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T16:00:00,72.1,72.1,37.7,28.57,0,0,,0,0,20.4,15,223.1,1006,5,15,581,2.1,6,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T17:00:00,70.8,70.8,40,32.67,0,0,,0,0,21.7,12.1,220.3,1005,0,15,381,1.4,4,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-28T18:00:00,67,67,39.1,35.91,0,0,,0,0,20.8,9.6,202.2,1005,36.8,15,169,0.6,2,10,Partially cloudy,partly-cloudy-day,remote
"36.0831, 115.1482",2024-03-28T19:00:00,62.9,62.9,36.4,37.31,0,0,,0,0,24.2,9.2,199.1,1005,12.1,15,0,0,0,3,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-28T20:00:00,60.2,60.2,37.8,43.44,0,0,,0,0,19.9,8.9,217.1,1005,5,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-28T21:00:00,58.9,58.9,36,42.33,0,0,,0,0,13.2,8.7,215.4,1005,65,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"36.0831, 115.1482",2024-03-28T22:00:00,58,58,38.4,47.93,0,0,,0,0,19,10.1,200.6,1005,99.6,15,0,0,0,10,Overcast,cloudy,remote
"36.0831, 115.1482",2024-03-28T23:00:00,57.8,57.8,41.3,53.96,0,0,,0,0,21.7,9.8,205.1,1005,5,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T00:00:00,56.4,56.4,42,58.44,0,0,,0,0,25.1,11.2,208.7,1004,17.3,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T01:00:00,56,56,43.4,62.57,0,0,,0,0,27.3,11.9,219.8,1004,5,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T02:00:00,54.2,54.2,42.2,63.64,0,0,,0,0,22.1,9.2,235.9,1004,4.8,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T03:00:00,53.3,53.3,40,60.5,0,0,,0,0,14.5,7.8,251.2,1003,5,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T04:00:00,53.7,53.7,34.8,48.63,0,0,,0,0,7.4,6.7,269.2,1003,3.9,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T05:00:00,53.7,53.7,29.7,39.71,0,0,,0,0,6.7,6.5,304.7,1004,4.6,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T06:00:00,53.9,53.9,25.8,33.52,0,0,,0,0,6.5,6.5,344.8,1005,0,15,0,0,0,10,Clear,clear-night,remote
"36.0831, 115.1482",2024-03-29T07:00:00,52.6,52.6,27.6,37.82,0,0,,0,0,20.1,8.3,36.2,1007,5,15,35,0.1,0,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T08:00:00,57.3,57.3,31.2,36.94,0,0,,0,0,21.7,9.8,51.9,1007,0,15,222,0.8,2,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T09:00:00,62.1,62.1,29.9,29.52,0,0,,0,0,18.1,12.3,67.3,1008,0,15,438,1.6,4,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T10:00:00,66.6,66.6,29.6,24.86,0,0,,0,0,15.4,13,71.4,1008,5,15,632,2.3,6,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T11:00:00,70.2,70.2,29.4,21.81,0,0,,0,0,11,10.5,74.8,1008,5,15,781,2.8,8,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T12:00:00,72.6,72.6,29.2,20,0,0,,0,0,7.2,7.8,81.4,1007,0,15,872,3.1,9,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T13:00:00,74.2,74.2,28.8,18.66,0,0,,0,0,5.6,5.8,95.2,1007,0,15,899,3.2,9,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T14:00:00,75.8,75.8,29.9,18.47,0,0,,0,0,4.9,3.6,92,1006,0,15,857,3.1,9,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T15:00:00,76.2,76.2,30.3,18.52,0,0,,0,0,6.3,4.9,126.8,1005,1.2,15,752,2.7,8,10,Clear,clear-day,remote
"36.0831, 115.1482",2024-03-29T16:00:00,76.9,76.9,31.9,19.31,0,0,,0,0,8.9,6,170.4,1005,4.6,15,591,2.1,6,10,Clear,clear-day,remote
